Gene_ID	module
AgateH2.19G069900	black
AgateH2.19G070100	darkgrey
AgateH2.19G070200	brown
AgateH2.19G070800	darkgreen
AgateH2.19G071200	violet
AgateH2.19G071300	cyan
AgateH2.19G071700	purple
AgateH2.19G071800	cyan
AgateH2.19G071900	violet
AgateH2.19G072100	plum2
AgateH2.19G072200	coral3
AgateH2.19G072300	firebrick4
AgateH2.19G072600	blue
AgateH2.19G072800	magenta4
AgateH2.19G072900	darkturquoise
AgateH2.19G073200	palevioletred3
AgateH2.19G073400	orangered4
AgateH2.19G073500	firebrick3
AgateH2.19G073800	greenyellow
AgateH2.19G073900	magenta4
AgateH2.19G074400	lightyellow
AgateH2.19G074500	brown
AgateH2.19G074700	lavenderblush3
AgateH2.19G074900	cyan
AgateH2.19G075200	plum1
AgateH2.19G075500	royalblue
AgateH2.19G076200	skyblue3
AgateH2.19G076500	darkgrey
AgateH2.19G076600	floralwhite
AgateH2.1Z000200	violet
AgateH2.1Z000400	darkturquoise
AgateH2.1Z000500	purple
AgateH2.1Z001300	brown
AgateH2.1Z001400	black
AgateH2.1Z001500	plum2
AgateH2.1Z001600	violet
AgateH2.1Z001700	thistle3
AgateH2.1Z001900	orangered4
AgateH2.1Z002000	green
AgateH2.1Z002700	coral
AgateH2.1Z003000	violet
AgateH2.1Z003100	lightsteelblue1
AgateH2.1Z003200	brown
AgateH2.1Z003400	palevioletred2
AgateH2.1Z003700	brown
AgateH2.1Z004300	greenyellow
AgateH2.1Z004500	violet
AgateH2.1Z004600	violet
AgateH2.1Z004800	magenta
AgateH2.1Z004900	red
AgateH2.1Z005000	lightcyan1
AgateH2.1Z005100	antiquewhite2
AgateH2.1Z005200	palevioletred2
AgateH2.1Z005300	white
AgateH2.1Z005500	green
AgateH2.1Z005700	mediumpurple3
AgateH2.1Z005800	floralwhite
AgateH2.1Z006200	greenyellow
AgateH2.1Z006300	indianred4
AgateH2.1Z006500	greenyellow
AgateH2.1Z006600	indianred4
AgateH2.1Z006700	orange
AgateH2.1Z006800	brown
AgateH2.1Z006900	lightslateblue
AgateH2.1Z007000	orangered4
AgateH2.1Z007100	orangered4
AgateH2.1Z007200	violet
AgateH2.1Z007700	floralwhite
AgateH2.1Z007800	darkturquoise
AgateH2.1Z007900	orange
AgateH2.1Z008000	violet
AgateH2.1Z008200	lightslateblue
AgateH2.1Z008600	red
AgateH2.1Z008700	firebrick3
AgateH2.1Z008900	red
AgateH2.1Z009000	violet
AgateH2.1Z009400	darkslateblue
AgateH2.1Z009500	darkred
AgateH2.1Z009700	saddlebrown
AgateH2.1Z009800	darkturquoise
AgateH2.1Z009900	grey60
AgateH2.1Z010000	antiquewhite4
AgateH2.1Z010100	firebrick3
AgateH2.1Z010200	brown
AgateH2.1Z010300	blue
AgateH2.1Z010400	sienna3
AgateH2.1Z010500	magenta
AgateH2.1Z010700	blue
AgateH2.1Z010800	brown
AgateH2.1Z010900	lightyellow
AgateH2.1Z011100	darkolivegreen
AgateH2.1Z011200	saddlebrown
AgateH2.1Z011700	violet
AgateH2.1Z011800	floralwhite
AgateH2.1Z011900	magenta
AgateH2.1Z012100	darkolivegreen
AgateH2.1Z012200	lightyellow
AgateH2.1Z012400	green
AgateH2.1Z012800	firebrick3
AgateH2.1Z012900	saddlebrown
AgateH2.1Z013200	black
AgateH2.1Z013300	firebrick3
AgateH2.1Z013700	ivory
AgateH2.1Z013900	blue
AgateH2.1Z014000	black
AgateH2.1Z014100	darkgreen
AgateH2.1Z014200	firebrick4
AgateH2.1Z014700	cyan
AgateH2.1Z014800	darkorange
AgateH2.1Z014900	lightcyan
AgateH2.1Z015000	antiquewhite4
AgateH2.1Z015100	firebrick4
AgateH2.1Z015200	darkgrey
AgateH2.1Z015300	darkslateblue
AgateH2.1Z015400	green
AgateH2.1Z015600	darkorange2
AgateH2.1Z015900	blue
AgateH2.1Z016100	floralwhite
AgateH2.1Z016200	plum1
AgateH2.1Z016300	firebrick4
AgateH2.1Z016400	mediumpurple3
AgateH2.1Z016500	black
AgateH2.1Z016600	darkmagenta
AgateH2.1Z016700	greenyellow
AgateH2.1Z016800	lightcyan
AgateH2.1Z017000	blue
AgateH2.1Z017100	violet
AgateH2.1Z017200	green
AgateH2.20G000100	plum1
AgateH2.20G000400	purple
AgateH2.20G000700	violet
AgateH2.20G001700	mediumpurple3
AgateH2.20G001800	violet
AgateH2.20G002100	salmon4
AgateH2.20G002200	magenta
AgateH2.20G002400	sienna4
AgateH2.20G002500	skyblue3
AgateH2.20G002700	black
AgateH2.20G002800	plum2
AgateH2.20G003100	darkturquoise
AgateH2.20G003200	floralwhite
AgateH2.20G003500	darkseagreen4
AgateH2.20G003600	darkorange2
AgateH2.20G003700	orangered4
AgateH2.20G003900	lightcyan
AgateH2.20G004400	violet
AgateH2.20G004500	greenyellow
AgateH2.20G004600	darkturquoise
AgateH2.20G004800	darkred
AgateH2.20G005300	orangered4
AgateH2.20G005400	red
AgateH2.20G005500	darkorange2
AgateH2.20G005600	firebrick3
AgateH2.20G005700	royalblue
AgateH2.20G006000	magenta
AgateH2.20G006200	orangered4
AgateH2.20G006300	blue
AgateH2.20G006500	black
AgateH2.20G007100	cyan
AgateH2.20G007300	navajowhite2
AgateH2.20G007500	orangered4
AgateH2.20G007600	orangered4
AgateH2.20G007700	green
AgateH2.20G007800	blue
AgateH2.20G007900	firebrick3
AgateH2.20G008000	brown
AgateH2.20G008100	firebrick3
AgateH2.20G008200	floralwhite
AgateH2.20G009400	purple
AgateH2.20G009900	darkorange2
AgateH2.20G010000	blue
AgateH2.20G010500	orangered4
AgateH2.20G010600	paleturquoise
AgateH2.20G010800	violet
AgateH2.20G011000	antiquewhite2
AgateH2.20G011100	floralwhite
AgateH2.20G011200	magenta4
AgateH2.20G011400	orangered4
AgateH2.20G011800	firebrick3
AgateH2.20G012000	orangered4
AgateH2.20G012300	mediumpurple1
AgateH2.20G013000	lightsteelblue1
AgateH2.20G013400	green
AgateH2.20G013700	brown4
AgateH2.20G013800	darkseagreen4
AgateH2.20G014000	sienna3
AgateH2.20G014300	purple
AgateH2.20G014400	palevioletred3
AgateH2.20G014900	plum2
AgateH2.20G015100	plum
AgateH2.20G015200	floralwhite
AgateH2.20G015400	darkslateblue
AgateH2.20G015500	darkolivegreen4
AgateH2.20G015700	white
AgateH2.20G016200	black
AgateH2.20G016400	plum2
AgateH2.20G016500	brown
AgateH2.20G016600	blue
AgateH2.20G016800	salmon4
AgateH2.20G017000	violet
AgateH2.20G017400	navajowhite1
AgateH2.20G017600	darkturquoise
AgateH2.20G018000	green
AgateH2.20G018600	antiquewhite4
AgateH2.20G018800	antiquewhite4
AgateH2.20G019100	honeydew
AgateH2.20G019200	floralwhite
AgateH2.20G019400	darkmagenta
AgateH2.20G019500	darkorange2
AgateH2.20G019600	lightcyan
AgateH2.20G019700	darkturquoise
AgateH2.20G019900	darkolivegreen
AgateH2.20G020300	firebrick3
AgateH2.20G020400	brown4
AgateH2.20G020500	bisque4
AgateH2.20G020600	purple
AgateH2.20G020700	navajowhite2
AgateH2.20G020800	darkturquoise
AgateH2.20G020900	palevioletred2
AgateH2.20G021100	brown
AgateH2.20G021200	maroon
AgateH2.20G021300	blue
AgateH2.20G021700	brown
AgateH2.20G021900	firebrick3
AgateH2.20G022000	blue
AgateH2.20G022100	orange
AgateH2.20G022200	black
AgateH2.20G022300	orange
AgateH2.20G022700	blue
AgateH2.20G022800	red
AgateH2.20G023200	darkmagenta
AgateH2.20G023300	firebrick4
AgateH2.20G023400	orange
AgateH2.20G023500	skyblue3
AgateH2.20G023700	firebrick4
AgateH2.20G024000	floralwhite
AgateH2.20G024100	mediumpurple3
AgateH2.20G024200	magenta4
AgateH2.20G024300	magenta4
AgateH2.20G024500	royalblue
AgateH2.20G024600	magenta
AgateH2.20G024700	saddlebrown
AgateH2.20G024800	orangered4
AgateH2.20G024900	purple
AgateH2.20G025000	honeydew1
AgateH2.20G025600	floralwhite
AgateH2.20G025800	sienna3
AgateH2.20G026000	floralwhite
AgateH2.20G026200	grey60
AgateH2.20G026400	paleturquoise
AgateH2.20G027000	lightpink4
AgateH2.20G027200	violet
AgateH2.20G027600	violet
AgateH2.20G027700	greenyellow
AgateH2.20G027900	floralwhite
AgateH2.20G028200	violet
AgateH2.20G028300	yellowgreen
AgateH2.20G028800	darkturquoise
AgateH2.20G028900	orangered4
AgateH2.20G029000	salmon2
AgateH2.20G029100	blue
AgateH2.20G029400	purple
AgateH2.20G029500	ivory
AgateH2.20G029600	brown4
AgateH2.20G029700	magenta4
AgateH2.20G029900	darkorange2
AgateH2.20G030000	green
AgateH2.20G030300	brown
AgateH2.20G030500	paleturquoise
AgateH2.20G030800	green
AgateH2.20G031200	paleturquoise
AgateH2.20G031300	darkgrey
AgateH2.20G031500	salmon2
AgateH2.20G031600	brown4
AgateH2.20G031800	darkgrey
AgateH2.20G031900	brown2
AgateH2.20G032000	plum2
AgateH2.20G032100	magenta
AgateH2.20G032200	lightyellow
AgateH2.20G032300	green
AgateH2.20G032600	lightcyan1
AgateH2.20G032700	plum1
AgateH2.20G032800	orangered4
AgateH2.20G033000	coral
AgateH2.20G033100	floralwhite
AgateH2.20G033200	magenta
AgateH2.20G033400	firebrick4
AgateH2.20G033500	darkturquoise
AgateH2.20G033600	brown4
AgateH2.20G033700	brown
AgateH2.20G034000	green
AgateH2.20G034100	darkorange2
AgateH2.20G034200	skyblue4
AgateH2.20G034300	lightcyan
AgateH2.20G034400	cyan
AgateH2.20G034500	green
AgateH2.20G034600	cyan
AgateH2.20G034700	black
AgateH2.20G035800	blue
AgateH2.20G035900	royalblue
AgateH2.20G036200	violet
AgateH2.20G036400	mediumpurple1
AgateH2.20G036500	mediumpurple2
AgateH2.20G036600	lightslateblue
AgateH2.20G036700	orangered4
AgateH2.20G036800	orangered4
AgateH2.20G037000	magenta4
AgateH2.20G037100	orange
AgateH2.20G037200	firebrick3
AgateH2.20G037800	skyblue3
AgateH2.20G037900	lightyellow
AgateH2.20G038000	mediumorchid
AgateH2.20G038200	darkred
AgateH2.20G038300	darkorange2
AgateH2.20G038400	floralwhite
AgateH2.20G038500	violet
AgateH2.20G038600	darkorange2
AgateH2.20G038800	blue
AgateH2.20G038900	cyan
AgateH2.20G039200	orange
AgateH2.20G039400	sienna3
AgateH2.20G039600	royalblue
AgateH2.20G040000	magenta4
AgateH2.20G040100	blue
AgateH2.20G040600	orangered4
AgateH2.20G040700	floralwhite
AgateH2.20G040800	cyan
AgateH2.20G040900	darkgreen
AgateH2.20G042200	green
AgateH2.20G042400	bisque4
AgateH2.20G042500	navajowhite1
AgateH2.20G042700	green
AgateH2.20G042800	black
AgateH2.20G042900	yellowgreen
AgateH2.20G043200	paleturquoise
AgateH2.20G043900	skyblue3
AgateH2.20G044500	sienna3
AgateH2.20G044600	palevioletred3
AgateH2.20G044700	blue
AgateH2.20G044800	violet
AgateH2.20G044900	violet
AgateH2.20G045100	darkorange2
AgateH2.20G045600	blue
AgateH2.20G045900	orangered4
AgateH2.20G046000	yellowgreen
AgateH2.20G046700	purple
AgateH2.20G047000	lavenderblush2
AgateH2.20G047200	ivory
AgateH2.20G047300	darkred
AgateH2.20G047500	purple
AgateH2.20G047700	brown
AgateH2.20G047800	blue
AgateH2.20G048100	lightslateblue
AgateH2.20G048300	bisque4
AgateH2.20G048600	lightslateblue
AgateH2.20G048800	lavenderblush3
AgateH2.20G048900	violet
AgateH2.20G049100	greenyellow
AgateH2.20G049200	ivory
AgateH2.20G049600	orangered4
AgateH2.20G049700	purple
AgateH2.20G049900	green
AgateH2.20G050000	lightcoral
AgateH2.20G050400	lavenderblush3
AgateH2.20G050600	sienna4
AgateH2.20G050900	cyan
AgateH2.20G051000	darkred
AgateH2.20G051200	greenyellow
AgateH2.20G051600	firebrick3
AgateH2.20G051900	paleturquoise
AgateH2.20G052300	firebrick4
AgateH2.20G052600	firebrick4
AgateH2.20G052800	violet
AgateH2.20G052900	violet
AgateH2.20G053000	magenta
AgateH2.20G053100	blue
AgateH2.20G053200	violet
AgateH2.20G053500	violet
AgateH2.20G054000	violet
AgateH2.20G054100	white
AgateH2.20G054200	red
AgateH2.20G054300	white
AgateH2.20G054500	black
AgateH2.20G054600	white
AgateH2.20G055000	white
AgateH2.20G055100	firebrick4
AgateH2.20G055200	darkmagenta
AgateH2.20G055300	orange
AgateH2.20G055500	darkorange2
AgateH2.20G055600	violet
AgateH2.20G055800	maroon
AgateH2.20G056000	lightsteelblue1
AgateH2.20G056100	blue
AgateH2.20G056200	green
AgateH2.20G056300	darkolivegreen4
AgateH2.20G056400	mediumpurple2
AgateH2.20G056500	grey60
AgateH2.20G056600	firebrick3
AgateH2.20G056700	plum2
AgateH2.20G056900	brown
AgateH2.20G057400	plum1
AgateH2.20G057600	lightcoral
AgateH2.20G057700	orangered4
AgateH2.20G057900	violet
AgateH2.20G058000	green
AgateH2.20G058200	brown
AgateH2.20G058400	firebrick4
AgateH2.20G058500	greenyellow
AgateH2.20G058800	darkmagenta
AgateH2.20G059000	darkolivegreen
AgateH2.20G059400	darkolivegreen
AgateH2.20G059600	navajowhite2
AgateH2.20G059800	blue
AgateH2.20G059900	darkmagenta
AgateH2.20G060000	orange
AgateH2.20G060100	darkgreen
AgateH2.20G060200	black
AgateH2.20G060400	violet
AgateH2.20G060600	firebrick4
AgateH2.20G060700	violet
AgateH2.20G060800	darkgrey
AgateH2.20G061300	palevioletred3
AgateH2.20G061400	black
AgateH2.20G061500	brown
AgateH2.20G061600	palevioletred3
AgateH2.20G061800	magenta
AgateH2.20G062000	navajowhite1
AgateH2.20G062100	darkturquoise
AgateH2.20G062200	purple
AgateH2.20G062400	orangered4
AgateH2.20G062700	thistle2
AgateH2.20G062900	plum2
AgateH2.20G063100	brown
AgateH2.20G063200	mediumpurple2
AgateH2.20G063300	darkmagenta
AgateH2.20G063400	black
AgateH2.20G063600	lightcyan
AgateH2.20G063800	sienna3
AgateH2.20G063900	darkorange2
AgateH2.20G064000	firebrick4
AgateH2.20G064100	orangered4
AgateH2.20G064200	magenta
AgateH2.20G064300	brown4
AgateH2.20G064600	brown
AgateH2.20G065000	firebrick4
AgateH2.20G065100	purple
AgateH2.20G065200	mediumpurple3
AgateH2.20G065300	royalblue
AgateH2.20G065400	lightcyan1
AgateH2.20G065500	palevioletred3
AgateH2.20G065600	darkturquoise
AgateH2.20G065700	brown
AgateH2.20G065800	darkseagreen4
AgateH2.20G065900	orangered1
AgateH2.20G066000	black
AgateH2.20G066100	white
AgateH2.20G066200	coral3
AgateH2.20G066300	plum1
AgateH2.20G066400	red
AgateH2.20G066500	magenta
AgateH2.20G066700	black
AgateH2.20G066900	brown
AgateH2.20G067000	lightsteelblue1
AgateH2.20G067100	magenta4
AgateH2.20G067600	orangered1
AgateH2.20G067800	skyblue3
AgateH2.20G067900	blue
AgateH2.20G068000	brown
AgateH2.20G068300	violet
AgateH2.20G068400	plum2
AgateH2.20G069000	darkseagreen4
AgateH2.20G069100	blue
AgateH2.20G069200	orangered4
AgateH2.20G069300	darkorange2
AgateH2.20G069400	orange
AgateH2.20G069500	blue
AgateH2.20G069700	orangered4
AgateH2.20G069800	magenta4
AgateH2.20G070000	cyan
AgateH2.20G070200	darkorange2
AgateH2.20G070500	plum
AgateH2.20G070600	salmon2
AgateH2.20G070800	plum2
AgateH2.20G070900	violet
AgateH2.20G071000	orangered4
AgateH2.20G071200	firebrick4
AgateH2.20G071400	black
AgateH2.21G000200	grey60
AgateH2.21G000300	cyan
AgateH2.21G000400	plum1
AgateH2.21G000600	red
AgateH2.21G000700	mediumorchid
AgateH2.21G000800	floralwhite
AgateH2.21G000900	orange
AgateH2.21G001000	cyan
AgateH2.21G001100	violet
AgateH2.21G001500	purple
AgateH2.21G001700	royalblue
AgateH2.21G001800	purple
AgateH2.21G002000	ivory
AgateH2.21G002200	orange
AgateH2.21G002300	darkturquoise
AgateH2.21G002500	saddlebrown
AgateH2.21G002800	darkturquoise
AgateH2.21G002900	grey60
AgateH2.21G003100	blue
AgateH2.21G003200	violet
AgateH2.21G003300	darkorange2
AgateH2.21G003400	green
AgateH2.21G003500	lightcyan
AgateH2.21G003600	green
AgateH2.21G004200	lightyellow
AgateH2.21G004400	plum2
AgateH2.21G004500	mediumpurple2
AgateH2.21G004900	violet
AgateH2.21G005000	blue
AgateH2.21G005500	greenyellow
AgateH2.21G005600	darkturquoise
AgateH2.21G005700	salmon2
AgateH2.21G005800	firebrick4
AgateH2.21G006000	cyan
AgateH2.21G006600	lightyellow
AgateH2.21G006900	darkolivegreen
AgateH2.21G007200	brown
AgateH2.21G007400	ivory
AgateH2.21G007600	plum1
AgateH2.21G007700	red
AgateH2.21G007800	lightslateblue
AgateH2.21G008100	lightcyan
AgateH2.21G008200	sienna3
AgateH2.21G008500	sienna3
AgateH2.21G008600	darkgreen
AgateH2.21G008700	darkgreen
AgateH2.21G009100	magenta
AgateH2.21G009400	darkorange2
AgateH2.21G009600	firebrick3
AgateH2.21G009900	brown
AgateH2.21G010100	lightslateblue
AgateH2.21G010200	lightcoral
AgateH2.21G010500	black
AgateH2.21G010700	magenta4
AgateH2.21G010800	maroon
AgateH2.21G010900	darkgreen
AgateH2.21G011000	blue
AgateH2.21G011100	blue
AgateH2.21G011600	orange
AgateH2.21G011700	magenta
AgateH2.21G011900	sienna3
AgateH2.21G012100	lightcyan1
AgateH2.21G012200	lightcyan1
AgateH2.21G012300	honeydew1
AgateH2.21G012600	firebrick3
AgateH2.21G012700	salmon2
AgateH2.21G012800	brown
AgateH2.21G012900	darkturquoise
AgateH2.21G013000	orangered4
AgateH2.21G013200	cyan
AgateH2.21G013600	red
AgateH2.21G013700	brown
AgateH2.21G013800	greenyellow
AgateH2.21G013900	indianred4
AgateH2.21G014000	firebrick4
AgateH2.21G014100	white
AgateH2.21G014700	mediumpurple2
AgateH2.21G014800	brown
AgateH2.21G014900	violet
AgateH2.21G015000	orangered4
AgateH2.21G015100	green
AgateH2.21G015300	firebrick3
AgateH2.21G015400	bisque4
AgateH2.21G015500	orangered4
AgateH2.21G015600	ivory
AgateH2.21G015800	violet
AgateH2.21G016200	navajowhite2
AgateH2.21G016300	lightcyan
AgateH2.21G016400	royalblue
AgateH2.21G016500	orangered4
AgateH2.21G017300	darkgrey
AgateH2.21G017900	lightpink4
AgateH2.21G018000	firebrick4
AgateH2.21G018100	brown
AgateH2.21G018200	purple
AgateH2.21G018300	greenyellow
AgateH2.21G018400	darkturquoise
AgateH2.21G018600	lightslateblue
AgateH2.21G018700	plum1
AgateH2.21G018800	orangered4
AgateH2.21G019100	darkgreen
AgateH2.21G019200	orangered3
AgateH2.21G021100	red
AgateH2.21G021500	violet
AgateH2.21G021900	brown
AgateH2.21G022000	magenta
AgateH2.21G022100	orangered4
AgateH2.21G022200	purple
AgateH2.21G022500	white
AgateH2.21G022600	orangered4
AgateH2.21G022900	violet
AgateH2.21G023100	violet
AgateH2.21G023500	brown
AgateH2.21G023700	blue
AgateH2.21G024200	darkturquoise
AgateH2.21G024600	purple
AgateH2.21G024700	greenyellow
AgateH2.21G024800	firebrick4
AgateH2.21G024900	purple
AgateH2.21G025100	ivory
AgateH2.21G025600	magenta4
AgateH2.21G025700	magenta
AgateH2.21G026100	sienna4
AgateH2.21G026200	orange
AgateH2.21G026300	brown
AgateH2.21G026400	lightblue4
AgateH2.21G026500	orange
AgateH2.21G026600	orangered4
AgateH2.21G026700	blue
AgateH2.21G026800	violet
AgateH2.21G026900	violet
AgateH2.21G027100	coral3
AgateH2.21G027300	brown
AgateH2.21G027400	firebrick3
AgateH2.21G027500	sienna3
AgateH2.21G027600	floralwhite
AgateH2.21G027700	darkorange2
AgateH2.21G027900	sienna3
AgateH2.21G028100	green
AgateH2.21G028300	black
AgateH2.21G028500	violet
AgateH2.21G028600	ivory
AgateH2.21G029000	darkturquoise
AgateH2.21G029400	violet
AgateH2.21G029800	red
AgateH2.21G029900	pink4
AgateH2.21G030000	brown4
AgateH2.21G030100	honeydew1
AgateH2.21G030400	brown
AgateH2.21G030500	lightyellow
AgateH2.21G030600	brown
AgateH2.21G030700	mediumpurple4
AgateH2.21G031100	plum
AgateH2.21G031300	brown
AgateH2.21G031600	blue
AgateH2.21G031700	antiquewhite4
AgateH2.21G031800	blue
AgateH2.21G031900	black
AgateH2.21G032000	blue
AgateH2.21G032200	magenta4
AgateH2.21G032300	firebrick3
AgateH2.21G032500	green
AgateH2.21G032700	firebrick4
AgateH2.21G032900	sienna3
AgateH2.21G033400	darkred
AgateH2.21G034300	magenta
AgateH2.21G034600	thistle2
AgateH2.21G034700	saddlebrown
AgateH2.21G035200	ivory
AgateH2.21G035300	paleturquoise
AgateH2.21G036000	black
AgateH2.21G036600	violet
AgateH2.21G036900	purple
AgateH2.21G037000	coral3
AgateH2.21G037100	blue
AgateH2.21G037200	floralwhite
AgateH2.21G037300	magenta
AgateH2.21G037500	purple
AgateH2.21G037700	orangered4
AgateH2.21G037800	grey60
AgateH2.21G038100	skyblue3
AgateH2.21G038300	blue
AgateH2.21G038500	cyan
AgateH2.21G038600	cyan
AgateH2.21G038700	navajowhite2
AgateH2.21G038800	violet
AgateH2.21G038900	blue
AgateH2.21G039200	floralwhite
AgateH2.21G039500	blue
AgateH2.21G039600	violet
AgateH2.21G039700	firebrick3
AgateH2.21G039900	blue
AgateH2.21G040100	magenta4
AgateH2.21G040200	blue
AgateH2.21G040400	greenyellow
AgateH2.21G040700	orangered4
AgateH2.21G040800	coral2
AgateH2.21G041100	lightcyan
AgateH2.21G041200	greenyellow
AgateH2.21G041300	darkolivegreen
AgateH2.21G041500	lavenderblush3
AgateH2.21G041600	lavenderblush3
AgateH2.21G041800	lightyellow
AgateH2.21G041900	navajowhite2
AgateH2.21G042000	greenyellow
AgateH2.21G042200	red
AgateH2.21G042300	brown
AgateH2.21G042500	orangered4
AgateH2.21G042600	firebrick4
AgateH2.21G042800	blue
AgateH2.21G042900	brown
AgateH2.21G043000	purple
AgateH2.21G043100	brown4
AgateH2.21G043300	floralwhite
AgateH2.21G043400	antiquewhite2
AgateH2.21G043600	cyan
AgateH2.21G043700	firebrick4
AgateH2.21G044100	mediumpurple3
AgateH2.21G044300	darkred
AgateH2.21G044400	darkturquoise
AgateH2.21G044600	green
AgateH2.21G044700	darkgreen
AgateH2.21G044800	purple
AgateH2.21G045000	lightsteelblue1
AgateH2.21G045100	black
AgateH2.21G045200	darkturquoise
AgateH2.21G045800	brown
AgateH2.21G045900	darkorange2
AgateH2.21G046000	darkorange2
AgateH2.21G046100	orangered4
AgateH2.21G046200	black
AgateH2.21G046600	orangered4
AgateH2.21G046700	thistle2
AgateH2.21G047000	saddlebrown
AgateH2.21G047100	magenta
AgateH2.21G047200	brown
AgateH2.21G047300	firebrick4
AgateH2.21G047400	brown4
AgateH2.21G047800	violet
AgateH2.21G047900	darkmagenta
AgateH2.21G048000	green
AgateH2.21G048200	blue
AgateH2.21G048300	palevioletred2
AgateH2.21G048400	brown
AgateH2.21G048600	darkred
AgateH2.21G048800	red
AgateH2.21G049300	maroon
AgateH2.21G049700	darkturquoise
AgateH2.21G049800	black
AgateH2.21G049900	violet
AgateH2.21G050000	brown
AgateH2.21G051200	darkred
AgateH2.21G051500	violet
AgateH2.21G051600	orangered4
AgateH2.21G051800	orangered4
AgateH2.21G051900	darkgreen
AgateH2.21G052200	cyan
AgateH2.21G052400	darkgrey
AgateH2.21G052500	magenta
AgateH2.21G052600	purple
AgateH2.21G052700	orangered4
AgateH2.21G052800	darkslateblue
AgateH2.21G052900	brown
AgateH2.21G053000	red
AgateH2.21G053400	magenta4
AgateH2.21G053600	saddlebrown
AgateH2.21G054200	darkorange2
AgateH2.21G054500	yellowgreen
AgateH2.21G054700	darkslateblue
AgateH2.21G054800	lightsteelblue1
AgateH2.21G055000	firebrick4
AgateH2.21G055200	thistle2
AgateH2.21G055400	palevioletred3
AgateH2.21G055600	blue
AgateH2.21G056200	firebrick3
AgateH2.21G056400	paleturquoise
AgateH2.21G056600	violet
AgateH2.21G056700	greenyellow
AgateH2.21G056800	coral1
AgateH2.21G056900	blue
AgateH2.21G057000	grey60
AgateH2.21G057400	salmon2
AgateH2.21G057700	honeydew1
AgateH2.21G057800	brown
AgateH2.21G058000	black
AgateH2.21G058200	palevioletred2
AgateH2.21G058300	firebrick4
AgateH2.21G058600	saddlebrown
AgateH2.21G058800	grey60
AgateH2.21G058900	cyan
AgateH2.21G059000	salmon2
AgateH2.21G059100	magenta
AgateH2.21G059300	blue
AgateH2.21G059400	skyblue3
AgateH2.21G060200	blue
AgateH2.21G060300	darkslateblue
AgateH2.21G060400	orangered4
AgateH2.21G060500	floralwhite
AgateH2.21G060700	white
AgateH2.21G061100	firebrick4
AgateH2.21G061300	skyblue3
AgateH2.21G061500	mediumpurple3
AgateH2.21G061700	magenta
AgateH2.21G061900	salmon2
AgateH2.21G062000	floralwhite
AgateH2.21G062200	yellowgreen
AgateH2.21G062400	firebrick4
AgateH2.21G062700	royalblue
AgateH2.21G063000	orangered4
AgateH2.21G063300	antiquewhite4
AgateH2.21G064100	blue
AgateH2.21G064300	bisque4
AgateH2.21G064400	bisque4
AgateH2.21G064600	firebrick4
AgateH2.21G064700	darkred
AgateH2.21G064900	lightyellow
AgateH2.21G065000	plum1
AgateH2.21G065100	brown
AgateH2.21G065200	orangered4
AgateH2.21G065400	orangered4
AgateH2.21G065700	lightcyan
AgateH2.21G065800	green
AgateH2.21G066000	black
AgateH2.21G066100	violet
AgateH2.21G066200	antiquewhite2
AgateH2.21G066300	firebrick4
AgateH2.21G066400	firebrick4
AgateH2.21G066500	cyan
AgateH2.21G066800	black
AgateH2.21G067100	magenta4
AgateH2.21G067200	lightyellow
AgateH2.21G067300	palevioletred3
AgateH2.21G067400	brown
AgateH2.21G067500	orangered4
AgateH2.21G067700	lightslateblue
AgateH2.21G067800	lightslateblue
AgateH2.21G068100	navajowhite2
AgateH2.21G068200	orangered4
AgateH2.21G068300	mediumorchid
AgateH2.21G068400	orangered4
AgateH2.21G068500	darkgrey
AgateH2.21G068700	darkseagreen4
AgateH2.21G068800	magenta4
AgateH2.21G068900	lightsteelblue1
AgateH2.21G069000	lightcyan
AgateH2.21G069100	plum1
AgateH2.21G069400	black
AgateH2.21G069600	grey60
AgateH2.21G069700	blue
AgateH2.21G069800	blue
AgateH2.21G070000	darkorange2
AgateH2.21G070200	greenyellow
AgateH2.21G070400	mediumpurple3
AgateH2.21G070800	palevioletred2
AgateH2.21G070900	darkred
AgateH2.21G071000	magenta
AgateH2.21G071100	palevioletred2
AgateH2.21G071900	magenta
AgateH2.21G072000	blue
AgateH2.21G072500	greenyellow
AgateH2.21G072600	darkmagenta
AgateH2.21G072700	indianred4
AgateH2.21G072800	pink4
AgateH2.21G072900	indianred4
AgateH2.21G073000	maroon
AgateH2.21G073100	ivory
AgateH2.21G073200	antiquewhite2
AgateH2.21G073400	magenta4
AgateH2.21G073700	darkslateblue
AgateH2.21G073800	black
AgateH2.21G073900	darkturquoise
AgateH2.21G074000	blue
AgateH2.21G074200	brown2
AgateH2.21G074300	darkgrey
AgateH2.21G074700	purple
AgateH2.21G074900	orange
AgateH2.21G075000	skyblue3
AgateH2.21G075200	magenta
AgateH2.21G075300	orangered4
AgateH2.21G075400	navajowhite2
AgateH2.21G075600	orangered4
AgateH2.21G075700	violet
AgateH2.21G075800	orangered4
AgateH2.21G075900	darkgreen
AgateH2.21G076000	cyan
AgateH2.21G076100	thistle
AgateH2.21G076300	green
AgateH2.21G076400	black
AgateH2.21G076500	orangered4
AgateH2.21G076700	orangered4
AgateH2.21G076800	floralwhite
AgateH2.21G077000	violet
AgateH2.21G077100	darkseagreen4
AgateH2.21G077500	black
