Gene_ID	module	ID
Yucal.11G087000	lavenderblush3	YA025
Yucal.09G138400	lavenderblush3	YA025
Yucal.24G016900	lavenderblush3	YA025
Yucal.05G121800	lavenderblush3	YA025
Yucal.01G222700	lavenderblush3	YA025
Yucal.25G036300	lavenderblush3	YA025
Yucal.05G188700	lavenderblush3	YA025
Yucal.1Z016400	lavenderblush3	YA025
Yucal.02G271900	lavenderblush3	YA025
Yucal.22G004800	lavenderblush3	YA025
Yucal.07G087700	lavenderblush3	YA025
Yucal.14G031900	lavenderblush3	YA025
Yucal.22G018400	lavenderblush3	YA025
Yucal.01G027100	lavenderblush3	YA025
Yucal.09G114700	lavenderblush3	YA025
Yucal.08G009600	lavenderblush3	YA025
Yucal.20G025400	lavenderblush3	YA025
Yucal.08G027800	lavenderblush3	YA025
Yucal.29G010000	lavenderblush3	YA025
Yucal.19G031900	lavenderblush3	YA025
Yucal.04G076200	lavenderblush3	YA025
Yucal.01G332600	lavenderblush3	YA025
Yucal.12G016100	lavenderblush3	YA025
Yucal.01G336900	lavenderblush3	YA025
Yucal.11G017100	lavenderblush3	YA025
Yucal.21G013700	lavenderblush3	YA025
Yucal.08G084900	lavenderblush3	YA025
Yucal.05G145900	lavenderblush3	YA025
Yucal.11G110500	lavenderblush3	YA025
Yucal.01G218800	lavenderblush3	YA025
Yucal.02G215200	lavenderblush3	YA025
Yucal.01G276500	lavenderblush3	YA025
Yucal.19G010700	lavenderblush3	YA025
Yucal.09G069900	lavenderblush3	YA025
Yucal.08G139000	lavenderblush3	YA025
Yucal.03G241800	lavenderblush3	YA025
Yucal.09G030100	lavenderblush3	YA025
Yucal.27G040300	lavenderblush3	YA025
Yucal.11G043700	lavenderblush3	YA025
Yucal.10G070300	lavenderblush3	YA025
Yucal.21G075300	lavenderblush3	YA025
Yucal.10G018500	lavenderblush3	YA025
Yucal.17G042000	lavenderblush3	YA025
Yucal.07G024400	lavenderblush3	YA025
Yucal.06G159700	lavenderblush3	YA025
Yucal.1Z242600	lavenderblush3	YA025
Yucal.21G068900	lavenderblush3	YA025
Yucal.04G015900	lavenderblush3	YA025
Yucal.03G097200	lavenderblush3	YA025
Yucal.01G131400	lavenderblush3	YA025
Yucal.11G090200	lightsteelblue1	YA023
Yucal.03G102800	lightsteelblue1	YA023
Yucal.10G099500	lightsteelblue1	YA023
Yucal.11G074000	lightsteelblue1	YA023
Yucal.10G039400	lightsteelblue1	YA023
Yucal.04G008100	lightsteelblue1	YA023
Yucal.01G319800	lightsteelblue1	YA023
Yucal.06G019200	lightsteelblue1	YA023
Yucal.03G000900	lightsteelblue1	YA023
Yucal.04G270700	lightsteelblue1	YA023
Yucal.11G074600	lightsteelblue1	YA023
Yucal.06G177500	lightsteelblue1	YA023
Yucal.05G265600	lightsteelblue1	YA023
Yucal.29G003600	lightsteelblue1	YA023
Yucal.06G054100	lightsteelblue1	YA023
Yucal.18G042700	lightsteelblue1	YA023
Yucal.05G242500	lightsteelblue1	YA023
Yucal.14G097800	lightsteelblue1	YA023
Yucal.06G138700	lightsteelblue1	YA023
Yucal.05G087500	lightsteelblue1	YA023
Yucal.01G149200	lightsteelblue1	YA023
Yucal.23G032000	lightsteelblue1	YA023
Yucal.25G026000	lightsteelblue1	YA023
Yucal.04G107900	lightsteelblue1	YA023
Yucal.10G009700	lightsteelblue1	YA023
Yucal.16G092400	lightsteelblue1	YA023
Yucal.03G015800	lightsteelblue1	YA023
Yucal.09G074500	lightsteelblue1	YA023
Yucal.15G042500	lightsteelblue1	YA023
Yucal.14G085700	lightsteelblue1	YA023
Yucal.08G124100	lightsteelblue1	YA023
Yucal.27G011000	lightsteelblue1	YA023
Yucal.22G015100	lightsteelblue1	YA023
Yucal.24G062400	lightsteelblue1	YA023
Yucal.02G034800	lightsteelblue1	YA023
Yucal.18G043100	lightsteelblue1	YA023
Yucal.10G007400	lightsteelblue1	YA023
Yucal.10G147200	lightsteelblue1	YA023
Yucal.11G037000	lightsteelblue1	YA023
Yucal.20G049900	lightsteelblue1	YA023
Yucal.05G275200	lightsteelblue1	YA023
Yucal.04G031800	lightsteelblue1	YA023
Yucal.05G041000	lightsteelblue1	YA023
Yucal.25G055300	lightsteelblue1	YA023
Yucal.22G002100	lightsteelblue1	YA023
Yucal.12G067000	lightsteelblue1	YA023
Yucal.28G044900	lightsteelblue1	YA023
Yucal.01G059800	lightsteelblue1	YA023
Yucal.08G046000	lightsteelblue1	YA023
Yucal.01G080600	lightsteelblue1	YA023
Yucal.22G053800	lightsteelblue1	YA023
Yucal.01G110700	lightsteelblue1	YA023
Yucal.25G025500	lightsteelblue1	YA023
Yucal.22G003400	lightsteelblue1	YA023
Yucal.06G005100	lightsteelblue1	YA023
Yucal.04G266900	lightsteelblue1	YA023
Yucal.02G309100	lightsteelblue1	YA023
Yucal.28G012100	lightsteelblue1	YA023
Yucal.09G026100	lightsteelblue1	YA023
Yucal.02G152900	lightsteelblue1	YA023
Yucal.09G112100	lightsteelblue1	YA023
Yucal.06G142900	lightsteelblue1	YA023
Yucal.11G045400	lightsteelblue1	YA023
Yucal.12G064600	lightsteelblue1	YA023
Yucal.1Z203900	lightsteelblue1	YA023
Yucal.22G044500	lightsteelblue1	YA023
Yucal.28G029900	lightsteelblue1	YA023
Yucal.18G011500	lightsteelblue1	YA023
Yucal.04G178500	lightsteelblue1	YA023
Yucal.08G210900	lightsteelblue1	YA023
Yucal.07G104800	lightsteelblue1	YA023
Yucal.13G053400	lightsteelblue1	YA023
Yucal.03G227700	lightsteelblue1	YA023
Yucal.09G089000	lightsteelblue1	YA023
Yucal.23G038600	lightsteelblue1	YA023
Yucal.02G158000	lightsteelblue1	YA023
Yucal.01G012400	lightsteelblue1	YA023
Yucal.06G023500	lightsteelblue1	YA023
Yucal.05G211500	lightsteelblue1	YA023
Yucal.1Z203800	lightsteelblue1	YA023
Yucal.28G020600	lightsteelblue1	YA023
Yucal.18G035500	lightsteelblue1	YA023
Yucal.17G042100	lightsteelblue1	YA023
Yucal.11G058200	lightsteelblue1	YA023
Yucal.21G032400	lightsteelblue1	YA023
Yucal.10G100100	lightsteelblue1	YA023
Yucal.02G110700	lightsteelblue1	YA023
Yucal.02G132700	lightsteelblue1	YA023
Yucal.06G017700	lightsteelblue1	YA023
Yucal.06G075000	lightsteelblue1	YA023
Yucal.04G220200	lightsteelblue1	YA023
Yucal.15G095800	lightsteelblue1	YA023
Yucal.18G038200	lightsteelblue1	YA023
Yucal.20G025300	lightsteelblue1	YA023
Yucal.05G239600	lightsteelblue1	YA023
Yucal.01G308200	lightsteelblue1	YA023
Yucal.01G207900	lightsteelblue1	YA023
